no.,name,length,width,area_ratio,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,x,y,z,main_x,main_y,main_z
106,6-0.25-0,204.26698215815497,200.1449474755733,0.7876378084423674,0,0,0,18,474,1483,1237,337,25,18,55,0,-0.035529384102824156,-0.006257553809086924,0.22530664679736692,-0.2777728745845168,-0.9324290404123105,-0.23112402458600534
107,6-0.25-15,202.18061232472317,199.4818287463798,0.7861624638834478,0,0,0,0,573,1509,1129,415,52,26,32,0,-0.028960527023286775,-0.001722278692631173,0.22566774079496768,0.5439888117212368,0.8040565756945957,0.23993581601002745
108,6-0.25-30,201.41995928904365,200.0099997500125,0.7923346879910289,0,0,0,0,541,1357,1315,405,17,12,12,0,-0.024828957397731537,0.002009771591918561,0.2256690791992351,0.6721759811443259,0.7204259317303883,0.1707803480001866
109,6-0.25-45,207.77150911518163,199.71980372511885,0.781760495821304,0,0,0,6,651,1377,1215,406,60,43,30,0,-0.019153139348152,0.0059905710914361105,0.22594424868532187,-0.8224654672052004,-0.49839500174503115,-0.2741404338847187
110,6-0.25-60,201.95544062985775,200.63897926375125,0.7762807599677564,0,0,0,47,485,1358,1230,509,17,2,10,0,-0.015223501553135869,0.009000605199152545,0.22507184048660436,-0.9041086268733196,-0.3703880403181811,-0.21307343898876321
111,6-0.25-75,200.73116349984124,200.73116349984124,0.783411510684238,0,0,0,10,432,1491,1168,498,51,0,0,0,-0.011044216135022445,0.011704536700279433,0.22464288409041103,0.9597248630493852,0.2015638047907552,0.19570441957991963
112,6-0.25-90,203.29781110479277,200.30227157973022,0.7803587722661699,0,0,0,13,518,1452,1173,533,31,5,6,0,-0.006931151243855,0.013474825088515156,0.2243076163870284,-0.9816393023435008,0.03434228504428818,-0.18762965531200543
113,6-0.35-0,141.90842117365693,138.7515765676196,0.8174700846751664,0,0,0,0,278,745,537,121,68,38,8,0,-0.03722248966462396,-0.0027225991001782845,0.3281762902674094,-0.440587524307056,-0.8550502323108959,-0.2734442057350312
114,6-0.35-15,141.4213562373095,139.18692467326088,0.8084229345131284,0,0,0,0,256,774,547,162,56,22,5,0,-0.029423195686059257,0.0023350639255927588,0.3289536737376515,-0.7110136379923182,-0.6441695030638537,-0.28196676738828047
115,6-0.35-30,140.2640367307315,138.85243966167826,0.8276851992280712,0,0,0,0,164,835,561,127,41,26,2,0,-0.023529336530125268,0.006239783299635532,0.32825251645785924,0.778567816538104,0.5860902501455624,0.2243443195969119
116,6-0.35-45,144.22205101855957,138.3979768638256,0.8131747198326444,0,0,0,0,216,791,533,162,39,24,4,0,-0.017038556003914084,0.010054596934007922,0.3278025283889207,0.8375524336848534,0.4953022028654037,0.23061146689888923
117,6-0.35-60,139.84634424968,139.84634424968,0.806258628624022,0,0,0,0,284,674,570,160,58,18,2,0,-0.009787727971264435,0.013187639662225381,0.32718411387315915,-0.9208472480204792,-0.300598908498618,-0.24835587776927964
118,6-0.35-75,141.1523999087511,139.04315876734103,0.8079474864638728,0,0,0,0,188,753,567,201,15,5,1,0,-0.00580402827033988,0.014467196838728328,0.3259087515144511,0.9615123559001187,0.170667976127418,0.21532865897500633
119,6-0.35-90,141.2834031300209,138.1774221788784,0.8142534746525901,0,0,0,0,236,733,558,179,39,12,0,0,-0.000165145105789413,0.01541594837083666,0.3253908211383046,0.9779254424216453,-0.05882749681150957,0.2005022560554399
120,6-0.45-0,106.60675400742676,106.60675400742676,0.8463704355477342,0,0,0,0,199,437,232,89,36,23,16,0,-0.03845073292538757,0.0004276384335174383,0.428635409757753,-0.4859062116439502,-0.7940311269066456,-0.3652529575365369
121,6-0.45-15,107.54068997360952,106.6770828247567,0.8500603177030902,0,0,0,0,195,487,205,75,45,33,17,0,-0.029269281106906336,0.005945284057937557,0.4297068137748354,-0.8088265362888543,-0.41582892207648126,-0.41579555283779346
122,6-0.45-30,107.56393447619885,105.41821474489122,0.8560570199442663,0,0,0,0,240,495,159,80,49,43,24,0,-0.02259068217495408,0.010399780483266048,0.4301595495688076,-0.7078726521899747,-0.6566005199272433,-0.2603690947727953
123,6-0.45-45,106.50821564555478,105.68348972285122,0.8616615323936454,0,0,0,0,95,528,253,68,27,15,11,0,-0.013906201562706128,0.013771545739648944,0.42911112812437374,-0.8761324494312984,-0.3741621455099792,-0.3039648333621546
124,6-0.45-60,106.4048871058092,106.4048871058092,0.833951598657481,0,0,0,0,55,537,260,87,19,8,5,0,-0.0059813615537013375,0.01644384961040164,0.4277671228836257,-0.912263100461212,-0.3044074547356176,-0.2740659355671181
125,6-0.45-75,108.0,104.0,0.8500712250712251,0,0,0,0,128,478,246,82,40,14,4,0,-0.00025935441016229855,0.01904648865544359,0.42746277594758136,0.946983657973004,0.07016559753311315,0.3135262994628836
126,6-0.45-90,105.38026380684383,105.38026380684383,0.8573615488518685,0,0,0,3,169,388,306,87,40,11,6,0,0.006184138044227716,0.018522907590297052,0.42592776505940566,0.9379973019213269,-0.06753634111796904,0.3399998591421889
127,7-0.25-0,185.41305239923105,168.40427548016706,0.7807688362259128,0,0,0,0,135,1677,714,250,107,29,1,0,-0.031241948442155828,-0.005220853995616195,0.2269727907998621,0.1498142953547498,0.957193447388977,0.24766182827186992
128,7-0.25-15,181.2181006411887,167.0269439342048,0.7881511560630768,0,0,0,0,334,1478,721,257,84,63,8,0,-0.02502204147911709,-0.0020989794861494015,0.2282459892088283,0.3889792602347871,0.8741770664449855,0.2907053346755739
129,7-0.25-30,181.01104938649465,167.40967713964446,0.782529748016631,0,0,0,0,515,1473,481,231,150,82,22,0,-0.020567227265741353,0.0018602705982261331,0.22822862225118437,-0.5721636594470879,-0.7504651891368374,-0.3308031842378904
130,7-0.25-45,185.78482176970218,169.04733065032408,0.7479997360335057,0,0,0,0,470,1415,599,202,153,83,1,0,-0.015495903626526883,0.004918978959938419,0.2277487617755727,-0.7466469882485137,-0.5792022324387945,-0.327174340187828
131,7-0.25-60,203.55343278854326,166.50825805346713,0.7058321432092849,0,0,0,0,211,1681,575,234,113,48,5,0,-0.011435654024932688,0.007121332651398673,0.2269039504778513,-0.8698876618665,-0.4095151326664985,-0.2749414698614485
132,7-0.25-75,181.22085972646747,168.19334112859522,0.7737168709109833,0,0,0,0,794,1434,379,343,239,138,1,6,-0.00833602967356989,0.008077508688105368,0.22718169290930815,-0.9281098307187094,-0.275943643107441,-0.24993448731994092
133,7-0.25-90,180.54639292990598,168.46661390317072,0.7693966870208522,0,0,0,0,299,1489,712,259,102,49,1,0,-0.00458317316923497,0.009605374081040865,0.2248972205084165,0.9579637005884934,0.03395656382451882,0.2848727788470333
134,7-0.35-0,127.26350615946427,115.6027681329474,0.8355076564590893,0,0,0,0,419,598,191,146,120,86,0,0,-0.0325099429179487,-0.002398083110891031,0.3318950710128207,-0.20424671908878594,-0.9247242170410647,-0.32119838131481393
135,7-0.35-15,129.72663566130126,116.27553482998907,0.8095977538882954,0,0,0,0,178,737,243,145,77,18,0,0,-0.025329143555078742,0.0016083224384334815,0.33145725715307583,-0.46768673126317933,-0.8304624250813464,-0.30265703680630285
136,7-0.35-30,126.01587201618692,116.01724009818541,0.8252386259118463,0,0,0,0,155,829,206,104,77,61,1,0,-0.019328599110746702,0.0058670097969155625,0.3320435564549899,-0.6752614442332976,-0.6473825192144881,-0.35343720198567674
137,7-0.35-45,125.15989773086265,115.69356075426151,0.803994740220646,0,0,0,0,172,761,266,110,77,40,0,0,-0.012805434148964937,0.008278426367475455,0.3321011791164091,-0.7777662974434105,-0.5578699901976005,-0.28958705184813976
138,7-0.35-60,124.45882853377658,115.41230437002807,0.8125824861221971,0,0,0,0,214,741,222,120,99,38,0,0,-0.006400500798602507,0.010426262643493727,0.3313884979916319,-0.8584069910610372,-0.408767086305223,-0.30991435405781836
139,7-0.35-75,122.9186723000212,114.9826073804208,0.825131228174548,0,0,0,0,101,845,247,88,80,28,0,0,-0.0028197313466234706,0.011381250721058313,0.330156232678186,-0.9204837203232242,-0.24249485585541566,-0.30644080260888484
140,7-0.35-90,122.00409829181969,115.31695452100702,0.8050242695309417,0,0,0,0,121,711,339,100,42,24,2,0,0.0018148037403256123,0.012442984365280067,0.3294179433457806,0.9596949364549978,0.03319184045092543,0.2790769260797428
141,7-0.45-0,95.29428104561154,88.58893836140041,0.8221966621957858,0,0,0,0,170,368,131,64,36,52,0,0,-0.033994359520097446,0.0015933357410353273,0.43195111306942857,-0.36227990937506616,-0.8522274750538317,-0.3774408536798375
142,7-0.45-15,93.33809511662427,86.97700845625813,0.873092604029746,0,0,0,0,295,248,108,78,59,56,0,0,-0.024892205191943118,0.005818891972736964,0.4337663076303322,-0.5853579086016465,-0.6699681288565161,-0.45661671580659974
143,7-0.45-30,94.2019108086455,88.60022573334675,0.8456431075067263,0,0,0,0,104,427,124,64,45,37,0,0,-0.018117266986891374,0.010152078255081156,0.4329913510362055,-0.6307154078172754,-0.6966550710960236,-0.34186223286300893
144,7-0.45-45,93.62157870918435,87.32124598286491,0.8284860331942627,0,0,0,0,181,335,141,74,48,36,0,0,-0.010321552266990167,0.01351427709839265,0.4333972571656449,-0.7900542329975271,-0.4694449885757435,-0.39425335968614034
145,7-0.45-60,93.0,87.0,0.8453837597330367,0,0,0,0,74,464,122,72,50,23,0,0,-0.002916769923922985,0.014868682680447205,0.4327154176149077,-0.8632186744219403,-0.33260589597248447,-0.3797720870384883
146,7-0.45-75,91.44397191723465,87.36704184073076,0.8579093228330388,0,0,0,0,126,397,142,64,34,35,1,0,0.0029115598252352944,0.015979148767584488,0.43191224282853685,0.9118629545942986,0.18689299173431778,0.3654818212704323
147,7-0.45-90,94.2443632266673,87.92041856133307,0.8351432264942349,0,0,0,0,28,494,138,54,37,28,0,0,0.009203338269105264,0.014667545663157904,0.43091128202824264,0.9414566288675748,0.023927674235325807,0.33628393117571015
148,8-0.25-0,205.0,179.0,0.6833356043057637,0,0,0,0,748,1250,582,475,193,22,40,0,-0.02904332006072512,-0.0052666522621389765,0.2270087538580059,-0.07780350382424826,-0.9415659557344689,-0.3277196451153123
149,8-0.25-15,197.3119357768303,181.0331461362808,0.692973114524004,0,0,0,0,655,1301,587,415,135,77,23,0,-0.023663328396085197,-0.0020534401188881694,0.22707721236141512,0.31851265929495726,0.876445709666554,0.36109916072450926
150,8-0.25-30,200.28230076569423,180.646062785769,0.6799850146327965,0,0,0,0,684,1254,624,361,144,93,20,0,-0.019601142010911947,0.001099678338512573,0.22705789666666643,-0.4967893372239325,-0.7745986024002859,-0.3914043428222654
151,8-0.25-45,209.34421415458323,179.7386992275175,0.6817664167028422,0,0,0,0,912,1085,610,316,224,103,23,0,-0.0142803368528381,0.003273858001209899,0.22774992017109652,-0.6970700917202524,-0.5932814014382743,-0.4026294399774514
152,8-0.25-60,205.71825392998065,177.99157283422156,0.6658270440582522,0,0,0,0,617,1319,575,392,95,118,12,0,-0.009436987770264697,0.005819075759216753,0.22723759201726382,-0.7852373294325593,-0.4779432498109225,-0.39366557688702786
153,8-0.25-75,203.59027481684876,179.51323071016242,0.7106436874035141,0,0,0,0,565,1357,650,289,202,48,13,0,-0.006757790812266969,0.00724562870699745,0.22674282128681214,-0.8835429067535674,-0.27171246147065675,-0.3814764346680063
154,8-0.25-90,204.98048687619024,178.35358140502814,0.6650892357894058,0,0,0,0,694,1248,606,398,179,62,4,0,-0.0037907409139642835,0.008387509910335308,0.22624400573801332,0.9321311652240809,0.06557915364315287,0.3561332130333323
155,8-0.35-0,136.1800279042415,125.14391715141412,0.7435115635117939,0,0,0,0,376,647,213,156,104,62,10,0,-0.031297452450255094,-0.001797403040931119,0.329606846383929,-0.18632630713520137,-0.8849313299984587,-0.4268243765959458
156,8-0.35-15,136.94524453225822,125.93649193144932,0.7303551645583033,0,0,0,0,413,610,211,157,135,53,8,0,-0.023893206334845592,0.0014675596233648335,0.3306005496156271,-0.458897287611339,-0.7671857100349553,-0.44815105237086933
157,8-0.35-30,143.01398533010678,123.01625908797584,0.7084049216737291,0,0,0,0,438,581,213,121,109,73,20,0,-0.017998610661993587,0.0047477318313440525,0.33025129303536976,-0.5858111690633273,-0.6456402020187196,-0.4898714155141985
158,8-0.35-45,142.12670403551894,124.42668524074729,0.7049168733891076,0,0,0,0,368,631,241,202,72,49,14,0,-0.011488270057218768,0.007404121098776152,0.32943476382371534,-0.7643319886218499,-0.47583288438182986,-0.43517775369409256
159,8-0.35-60,144.01388821915754,124.77980605851253,0.676459825280094,0,0,0,0,327,649,263,148,86,57,6,0,-0.00604332712619466,0.008683330521933591,0.32808213774739575,-0.8140746272143193,-0.4196453458229601,-0.4014726454629199
160,8-0.35-75,135.50645741070792,125.67020331009256,0.7020913091622377,0,0,0,0,368,606,253,150,100,55,5,0,-0.0023097397740787294,0.010205078141262184,0.3277449146324004,-0.880262402758461,-0.23711909853065702,-0.4109898239639391
161,8-0.35-90,144.22205101855957,124.80785231707178,0.6880538566592416,0,0,0,0,270,647,303,153,67,43,4,0,0.0021372046831042387,0.01032577334759246,0.32612159886348335,0.9255822564660039,0.07938658989905513,0.3701287017504856
162,8-0.45-0,104.0768946500615,96.08329719571451,0.7634960909100218,0,0,0,0,245,323,146,72,48,37,14,0,-0.03210073568926552,0.0018954857232994396,0.4311915052429387,-0.2589950435316478,-0.8425957637542001,-0.47217999357185414
163,8-0.45-15,103.24727599312246,96.0260381354974,0.7701907640614991,0,0,0,0,305,226,160,104,45,36,10,0,-0.0234247529734763,0.005493495629401806,0.4311604844920998,-0.46852898530899534,-0.7407404053813453,-0.4814397592231074
164,8-0.45-30,104.0,96.38464608017192,0.7456102972625703,0,0,0,0,287,288,116,75,56,58,5,0,-0.016059794069152533,0.009740374042519779,0.4314693010282481,-0.5829172632357424,-0.6304707287765763,-0.5125564596975488
165,8-0.45-45,103.22790320451152,96.26006440887103,0.7667516508777104,0,0,0,0,268,317,107,89,54,47,11,0,-0.008239828168269885,0.012537713908331471,0.4314450893057115,-0.7182179610218575,-0.503002016387816,-0.48078262445246134
166,8-0.45-60,103.47946656221224,96.42613753542138,0.7510428856722539,0,0,0,0,226,352,101,74,67,52,1,0,-0.0011813570238877436,0.01321961124210767,0.4308566053493706,-0.7931583023891128,-0.36622014813218773,-0.48660323719973253
167,8-0.45-75,102.85912696499032,96.15092303249095,0.7188068756319514,0,0,0,0,129,399,164,79,32,28,3,0,0.003375582534253001,0.013798812883824944,0.42942085111510847,-0.8761882116349079,-0.2347242503247341,-0.4209498118558951
168,8-0.45-90,102.96115772464877,95.70788891204319,0.7452663526439358,0,0,0,0,229,343,115,66,59,46,9,0,0.00966299431778892,0.012688398642779703,0.4293431168512118,0.8710543834973653,0.01105240365329436,0.4910622214786122
169,9-0.25-0,215.3903433304288,170.79227148791014,0.7172097670663529,0,0,0,0,884,1166,813,464,185,43,15,0,-0.026092275239215694,-0.006474783048943942,0.2274506305966381,0.08124192653776866,0.968818436212288,0.2340738922383455
170,9-0.25-15,214.2265156324025,170.66048165876012,0.7275164045749299,0,0,0,0,927,1088,796,572,229,23,8,0,-0.020701464224512755,-0.004908796269429037,0.22822894588525924,0.2911964738003797,0.923489621211494,0.24974293415605578
171,9-0.25-30,212.13203435596427,170.41420128616042,0.7328290993674489,0,0,0,0,871,1210,774,516,153,82,24,0,-0.016376663874319568,-0.0016229682946087972,0.2286361454517898,-0.5302818190656038,-0.7981205244387897,-0.28601542062977214
172,9-0.25-45,225.3619311241364,170.66048165876012,0.6990051319435685,0,0,0,11,881,1248,694,466,220,96,17,0,-0.012216580263365534,0.0005735908546683065,0.22912154463253354,-0.6967899403573328,-0.6469121638105384,-0.30981999827446866
173,9-0.25-60,231.52105735764079,170.79227148791014,0.6919982540059665,0,0,0,4,763,1387,682,406,212,86,16,0,-0.009522206550782038,0.0019996909246372324,0.22879772348706431,-0.8111816367672144,-0.5127720596532555,-0.28115683703339145
174,9-0.25-75,226.43321311150447,170.29386365926402,0.6936169732046384,0,0,0,10,705,1283,787,424,238,13,14,0,-0.0075990691804467495,0.002925432140002877,0.227653499634427,-0.9194889611358492,-0.3111379819384022,-0.24027735337441833
175,9-0.25-90,226.92069099136816,170.6282508847817,0.6916744816649653,0,0,0,0,802,1348,635,512,165,52,5,0,-0.005348735623984367,0.00385803537703609,0.22629548189258333,0.9576804626085763,0.0663003055863446,0.2800935576142028
176,9-0.35-0,149.60280746028798,119.54078801814885,0.753649810049882,0,0,0,0,434,564,373,206,117,27,1,0,-0.02788424602380952,-0.003405074210290363,0.32982386595818886,-0.1045636650551549,-0.9674854082510445,-0.23030072681505614
177,9-0.35-15,163.1349134918703,119.57006314291216,0.7536635332492317,0,0,0,0,418,617,335,228,93,33,7,0,-0.021267920749855555,-0.0005818450248006878,0.33064101914500305,-0.4146659469197608,-0.8681832372506679,-0.2725986409028641
178,9-0.35-30,158.39823231336896,119.50313803411188,0.7687640141732242,0,0,0,0,402,651,280,243,82,37,13,0,-0.016050304670199023,0.0021247918524414508,0.33050838172131203,-0.5432139464654393,-0.7806642067487551,-0.3090016256701244
179,9-0.35-45,162.92943257741985,118.51160280748886,0.7422952544315926,0,0,0,0,440,625,280,183,102,75,10,0,-0.009125467458750421,0.004534220243096214,0.33107767598250704,-0.709773746804316,-0.6126398157317969,-0.3476976912886715
180,9-0.35-60,157.49285698088025,118.90332207301863,0.7342565817714521,0,0,0,0,438,598,326,166,133,46,5,0,-0.005213627933962025,0.006149555048206774,0.33052485199766396,-0.8298453446783339,-0.43868696310191774,-0.34483394890891156
181,9-0.35-75,149.27156460625713,118.15244390193544,0.7704345388161088,0,0,0,0,357,658,307,248,92,22,1,0,-0.0014449935277246325,0.007228241235614234,0.3299686053827896,-0.9228526391200579,-0.28904226861194227,-0.2545536749387168
182,9-0.35-90,152.97058540778355,118.25819210524064,0.743337839083565,0,0,0,0,319,692,347,181,92,31,6,0,0.002518939678150483,0.00611016678030576,0.32885507997002356,0.9651258446118597,0.06164185349046454,0.25442560004941484
183,9-0.45-0,118.92854997854805,92.02716990106781,0.7924413991816024,0,0,0,0,331,261,191,117,69,48,4,0,-0.029489010870714993,0.00010108284952987405,0.4312689364838396,-0.16129896831222665,-0.9229551395396928,-0.34948026155804207
184,9-0.45-15,119.03780911962384,91.26883367283708,0.816056636772007,0,0,0,0,310,307,156,93,69,47,4,0,-0.02235710216125757,0.00410337830346856,0.4309992138438137,-0.3664404601494792,-0.8588864782130873,-0.3578203553574865
185,9-0.45-30,123.03657992645927,90.50966799187809,0.7834949712643678,0,0,0,0,317,315,150,113,78,39,6,0,-0.014456733100843827,0.0062603032922986315,0.43115027986247617,-0.6183272752027558,-0.6775196746388312,-0.3982944529084329
186,9-0.45-45,124.86793023030373,91.58602513484249,0.7630185295095613,0,0,0,0,220,359,194,105,63,23,0,0,-0.007051206735892128,0.009768574743941912,0.4304738509232366,-0.7154529013284622,-0.6059668663619392,-0.3477517833918001
187,9-0.45-60,117.64352935882194,91.39474820797966,0.7635788162073122,0,0,0,0,240,368,164,97,60,45,1,0,-0.0007223848075241036,0.0101187264888718,0.4290654442666683,-0.8076503484501509,-0.4216078280577806,-0.4122472000738766
188,9-0.45-75,114.21471008587291,90.19977827023745,0.7966304850431245,0,0,0,0,213,393,147,95,64,37,2,0,0.004023269648177706,0.010380157345268134,0.4283234577497382,-0.8923929994795939,-0.24774110294025442,-0.37717248096031564
189,9-0.45-90,118.25819210524064,90.60905032059435,0.7506115706962821,0,0,0,0,253,335,179,97,74,34,1,0,0.008511055442195279,0.008448753101983553,0.4277441283247692,0.926901620948763,0.04684172730563081,0.37236975933281774
190,10-0.25-0,190.12890364171355,161.96913286178943,0.7503487499311443,0,0,0,0,447,1161,632,283,172,29,0,0,-0.025285065023861984,-0.002626285242367832,0.22655082388032313,0.1059624058133555,0.9447028750112375,0.3103360219177719
191,10-0.25-15,188.76705220985997,160.61133210331082,0.7575665693374505,0,0,0,0,507,1218,470,350,113,79,12,0,-0.018502272697926505,-0.0003523319375809383,0.22764455943252054,-0.3709410348698128,-0.8560770435125915,-0.35990949448500625
192,10-0.25-30,189.21416437465774,160.5801980320114,0.7342997881805646,0,0,0,16,439,1136,655,298,110,39,16,0,-0.01440737993942415,0.0005761971880509447,0.2276333959025471,-0.5868504426425366,-0.742969686066553,-0.32187358319133097
193,10-0.25-45,189.2353032602532,158.8238017426859,0.7519197188246451,0,0,0,0,293,1343,541,316,99,40,8,0,-0.009218622990855335,0.002376366125935608,0.227532225723484,-0.7007607103842962,-0.6234983887040317,-0.34667590926566033
194,10-0.25-60,188.09572031282372,160.04999218994044,0.7470921858951585,0,0,0,13,436,1145,568,280,146,20,6,0,-0.00570934398158072,0.0035580105131216475,0.2275664018783466,-0.8351580442213316,-0.445676952898274,-0.3223090051917725
195,10-0.25-75,185.52627846210896,160.70158679988197,0.7583592078506451,0,0,0,0,305,1269,641,288,118,22,7,0,-0.0035345989783551056,0.004160871358400003,0.2268306250905657,-0.9222638135761624,-0.24098304524727096,-0.3022525931589427
196,10-0.25-90,189.89734068701435,161.24515496597098,0.7301430739310404,0,0,0,2,350,1216,619,282,114,19,0,0,-0.0011737231547125292,0.004254322365161417,0.22583953561106873,0.9484165978712519,0.0419876536031035,0.3142339794281099
197,10-0.35-0,136.3084736911099,112.53888216967503,0.7831810591433428,0,0,0,0,179,683,222,106,82,31,12,0,-0.026604209676806094,0.00034321120364258495,0.32954701707224365,-0.20954824663134014,-0.8982339507855727,-0.3863486792909646
198,10-0.35-15,135.0,115.0,0.8152012882447665,0,0,0,0,173,660,247,167,43,21,10,0,-0.018712305975094615,0.00231886204473883,0.3296156186903862,-0.5781725430689937,-0.7104011671348179,-0.4013062324143759
199,10-0.35-30,134.35028842544403,111.01801655587259,0.7891894894335191,0,0,0,0,263,591,205,134,103,33,1,0,-0.012161217224111266,0.00545792322395489,0.3305967298721807,-0.6289676098819187,-0.6625485494429302,-0.40672984320122807
200,10-0.35-45,132.7742444904131,113.1591799192624,0.7758596500146526,0,0,0,0,308,527,230,96,72,54,11,0,-0.006145885012516181,0.0063036034781587084,0.3302740370416034,-0.7613431964580408,-0.44485513281537614,-0.4716571297191074
201,10-0.35-60,131.0,111.0,0.7918987689980056,0,0,0,0,230,561,226,124,86,26,2,0,-0.0002876286961346621,0.007632260725840634,0.3287135869083667,-0.8228780318637072,-0.36629737738481977,-0.43439380289906865
202,10-0.35-75,131.13733259449805,112.0446339634344,0.7902276422334114,0,0,0,0,92,638,300,116,53,9,0,0,0.002716315328377485,0.006950107286572853,0.32730733385761607,-0.9064388430797847,-0.2256708289781656,-0.3569892165100915
203,10-0.35-90,131.4838393111488,111.35977729862789,0.7720250961801309,0,0,0,0,89,705,266,86,62,14,2,0,0.005821397834384803,0.005659397190449345,0.3267312298202616,0.9323834379051432,-0.0027431923986599607,0.36146037074020987
204,10-0.45-0,101.0,86.0,0.823739350679254,0,0,0,0,197,300,81,58,42,37,16,0,-0.028864536886456862,0.00515731469164159,0.43095396050615614,-0.2873681825189481,-0.788466661918606,-0.5438196858506384
205,10-0.45-15,101.0,85.0,0.8244612696563774,0,0,0,0,187,281,103,55,47,33,8,0,-0.019508611330672283,0.007926919285588236,0.4318675529551825,-0.4207407395745949,-0.7556096614272533,-0.5020271602413701
206,10-0.45-30,100.12991560967181,85.98837130682264,0.8060387061103268,0,0,0,0,222,277,78,87,57,35,8,0,-0.011607413923586388,0.010519233744882199,0.43281354513089026,-0.6742614987917007,-0.50219625581094,-0.5414520771930258
207,10-0.45-45,100.08995953640904,84.86459803710851,0.8083263325770792,0,0,0,0,163,311,104,68,38,36,5,0,-0.003737674896332412,0.01104267844245518,0.4318926539034487,-0.7440625581311084,-0.43778493507570687,-0.5046932337649772
208,10-0.45-60,101.0,84.0,0.8134134842055634,0,0,0,0,95,370,115,57,28,29,5,0,0.003215072830267527,0.013256429095536478,0.43021637831187476,-0.8288036685492912,-0.31629467923392623,-0.46156489780695464
209,10-0.45-75,100.0,84.0,0.8203571428571429,0,0,0,0,136,344,107,56,34,34,6,0,0.008565938290295677,0.01122713683633193,0.4299110107252445,0.8643941147652893,0.14446467836719687,0.4816147537850083
210,10-0.45-90,99.74467404327912,85.42833253669417,0.7977917029024149,0,0,0,0,77,351,127,75,30,12,2,0,0.013195021381373911,0.009905525280578645,0.4286418931899113,0.9004542856180431,-0.04781172479533911,0.4323148372242091
